"show_id","type","title","director","casts","country","date_added","release_year","rating","duration","listed_in","description"
s3119,Movie,After the Raid,Rodrigo Reyes,"","United States, Mexico","19-Dec-19",2019,TV-PG,"25 min","Documentaries, International Movies",A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.
s3182,Movie,The Irishman: In Conversation,"","Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",United States,"5-Dec-19",2019,TV-MA,"24 min",Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman."""
s3195,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,"",Australia,"1-Dec-19",2019,TV-MA,"108 min","Documentaries, International Movies",This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.
s3203,Movie,Wandering Stars,"Syrine Boulanouar, Nekfeu",Nekfeu,France,"1-Dec-19",2019,TV-MA,"95 min","Documentaries, International Movies, Music & Musicals","Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
s3206,Movie,Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",Christian Morales,"Uruguay, Guatemala","30-Nov-19",2019,TV-G,"67 min","Documentaries, International Movies","From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders."
s3245,Movie,Shelby American,"Nate Adams, Adam Carolla",Carroll Shelby,United States,"22-Nov-19",2019,TV-MA,"119 min","Documentaries, Sports Movies","Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur."
s3235,Movie,What the F* Is Going On?,"Marta Jaenes, Rosa Márquez","",Spain,"25-Nov-19",2019,TV-MA,"87 min","Documentaries, International Movies","Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality."
s3251,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,Bikram Choudhury,United States,"20-Nov-19",2019,TV-MA,"86 min",Documentaries,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.
s3254,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,"20-Nov-19",2019,TV-G,"28 min","Documentaries, International Movies, Sports Movies",Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.
s3266,Movie,El sendero de la anaconda,Alessandro Angulo,"Wade Davis, Martin von Hildebrand",Colombia,"15-Nov-19",2019,TV-14,"74 min","Documentaries, International Movies","In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries."
s3279,Movie,SunGanges,Valli Bindana,Naseeruddin Shah,"India, United States","15-Nov-19",2018,TV-14,"74 min","Documentaries, International Movies","A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources."
s3293,Movie,To Be of Service,Josh Aronson,"",United States,"11-Nov-19",2019,TV-MA,"88 min",Documentaries,"Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life."
s3312,Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,"Joshua Fields Millburn, Ryan Nicodemus",United States,"4-Nov-19",2016,TV-14,"78 min",Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.
s3336,Movie,Fire in Paradise,"Drea Cooper, Zackary Canepari","",United States,"1-Nov-19",2019,TV-MA,"40 min",Documentaries,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire."
s3350,Movie,The Old Thieves: The Legend of Artegios,Everardo González,"",Mexico,"1-Nov-19",2007,TV-MA,"97 min","Documentaries, International Movies","While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft."
s3354,Movie,Zoé: Panoramas,"Rodrigo Guardiola, Gabriel Cruz Rivas","Sergio Acosta, Jesús Báez, Ángel Mosqueda, Rodrigo Guardiola, León Larregui",Mexico,"1-Nov-19",2016,TV-MA,"89 min","Documentaries, International Movies, Music & Musicals",This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.
s3365,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,"","",United States,"29-Oct-19",2019,TV-14,"14 min","Documentaries, International Movies","Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino."""
s3366,Movie,A 3 Minute Hug,Everardo González,"","Mexico, United States","28-Oct-19",2019,TV-PG,"28 min","Documentaries, International Movies",This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.
s3367,Movie,Little Miss Sumo,Matt Kay,Hiyori Kon,United Kingdom,"28-Oct-19",2018,TV-G,"20 min","Documentaries, International Movies, Sports Movies","In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime."
s3375,Movie,It Takes a Lunatic,Billy Lyons,"","United States, United Kingdom, Germany","25-Oct-19",2019,TV-MA,"127 min",Documentaries,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
s3384,Movie,Echo in the Canyon,Andrew Slater,"Jakob Dylan, Ringo Starr, Michelle Phillips, Stephen Stills, Regina Spektor, Beck, Eric Clapton, Tom Petty, Jackson Browne, Norah Jones",United States,"24-Oct-19",2019,PG-13,"82 min","Documentaries, Music & Musicals","An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians."
s3387,Movie,Dancing with the Birds,Huw Cordey,Stephen Fry,United States,"23-Oct-19",2019,TV-PG,"52 min",Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate."
s3389,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,Jenny Slate,United States,"22-Oct-19",2019,TV-MA,"67 min","Documentaries, Stand-Up Comedy","Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
s3409,Movie,Tell Me Who I Am,Ed Perkins,"",United Kingdom,"18-Oct-19",2019,TV-MA,"86 min",Documentaries,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret."
s3418,Movie,Ghosts of Sugar Land,Bassam Tariq,"",United States,"16-Oct-19",2019,TV-MA,"22 min",Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate."
s3419,Movie,League of Legends Origins,Leslie Iwerks,"",United States,"16-Oct-19",2019,TV-MA,"78 min",Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
s3423,Movie,The Game Changers,Louie Psihoyos,"Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman",United States,"16-Oct-19",2018,TV-MA,"86 min","Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win."
s3448,Movie,A Plastic Ocean,"",Tanya Streeter,"United Kingdom, Hong Kong","4-Oct-19",2016,TV-14,"100 min",Documentaries,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts."
s3461,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,"",United States,"2-Oct-19",2018,TV-PG,"76 min",Documentaries,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home."
s3469,Movie,Limitless,Vrinda Samartha,"",India,"1-Oct-19",2017,TV-PG,"59 min","Documentaries, International Movies, Sports Movies",This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.
s3480,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,"","","28-Sep-19",2019,TV-PG,"45 min","Documentaries, International Movies",An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.
s3491,Movie,Birders,Otilia Portillo Padua,"","United States, Mexico","25-Sep-19",2019,TV-G,"38 min","Documentaries, International Movies",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
s3514,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,"15-Sep-19",2019,TV-PG,"64 min","Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
s3515,Movie,Steal a Pencil for Me,Michèle Ohayon,"Jack Polak, Ina Soep",United States,"15-Sep-19",2006,TV-14,"94 min",Documentaries,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.
s3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,"14-Sep-19",2019,TV-PG,"83 min","Documentaries, International Movies","Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series."
s3519,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,"13-Sep-19",2019,TV-MA,"65 min",Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
s3530,Movie,Evelyn,Orlando von Einsiedel,"",United Kingdom,"10-Sep-19",2019,TV-MA,"96 min","Documentaries, International Movies","Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
s3536,Movie,American Factory: A Conversation with the Obamas,"","President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",United States,"5-Sep-19",2019,TV-G,"10 min",Documentaries,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
s3539,Movie,Elena,Petra Costa,"","Brazil, United States","1-Sep-19",2012,TV-MA,"81 min","Documentaries, International Movies","In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
s3558,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,"28-Aug-19",2019,TV-MA,"85 min","Documentaries, Music & Musicals","While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary."
s3568,Movie,American Factory,"Steven Bognar, Julia Reichert","",United States,"21-Aug-19",2019,TV-14,"110 min",Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
s3574,Movie,Our Planet - Behind The Scenes,"",David Attenborough,United Kingdom,"20-Aug-19",2019,TV-G,"63 min",Documentaries,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.
s3596,Movie,Calum von Moger: Unbroken,Vlad Yudin,Calum Von Moger,United States,"13-Aug-19",2019,TV-MA,"93 min","Documentaries, Sports Movies","Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
s3597,Movie,Hasta los dientes,Alberto Arnaut Estrada,"",Mexico,"13-Aug-19",2018,TV-MA,"109 min","Documentaries, International Movies","This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military."
s3622,Movie,Screwball,Billy Corben,"",United States,"6-Aug-19",2018,TV-MA,"105 min","Documentaries, Sports Movies",A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
s3624,Movie,Enter the Anime,Alex Burunova,"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan","5-Aug-19",2019,TV-MA,"59 min","Documentaries, International Movies","What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
s3629,Movie,Léa & I,Camille Shooshani,"Léa Moret, Camille Shooshani","","2-Aug-19",2019,TV-MA,"84 min",Documentaries,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.
s3644,Movie,The Great Hack,"Karim Amer, Jehane Noujaim","",United States,"24-Jul-19",2019,TV-MA,"114 min",Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
s3677,Movie,The Milk System,Andreas Pichler,"","Germany, Italy","12-Jul-19",2017,TV-14,"91 min","Documentaries, International Movies","Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions."
s3679,Movie,Parchís: the Documentary,Daniel Arasanz,"",Spain,"11-Jul-19",2019,TV-14,"106 min","Documentaries, International Movies, Music & Musicals","The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s."
s3682,Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella","",Argentina,"5-Jul-19",2019,TV-G,"105 min","Documentaries, International Movies, Sports Movies","Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories."
s3704,Movie,El testigo,Kate Horne,Jesús Abad Colorado,"Colombia, Peru, United Kingdom","28-Jun-19",2018,TV-14,"73 min","Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
s3684,Movie,Cristina,Michèle Ohayon,"",United States,"4-Jul-19",2016,TV-14,"40 min",Documentaries,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment."
s3698,Movie,War Against Women,Hernán Zin,"","United States, Spain","1-Jul-19",2013,TV-MA,"61 min","Documentaries, International Movies","Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
s3715,Movie,Unbroken,Svati Chakravarty Bhatkal,"",India,"26-Jun-19",2019,TV-14,"109 min","Documentaries, International Movies","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan."
s3733,Movie,The Edge of Democracy,Petra Costa,"",Brazil,"19-Jun-19",2019,TV-14,"122 min","Documentaries, International Movies",Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.
s3739,Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson","","Sweden, United States","15-Jun-19",2019,TV-PG,"40 min",Documentaries,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome."
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,"Oprah Winfrey, Ava DuVernay",United States,"13-Jun-19",2019,TV-PG,"61 min",Documentaries,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us."""
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley",United States,"12-Jun-19",2019,TV-MA,"142 min","Documentaries, Music & Musicals","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
s3772,Movie,The Black Godfather,Reginald Hudlin,"Clarence Avant, Quincy Jones",United States,"7-Jun-19",2019,TV-MA,"118 min","Documentaries, Music & Musicals","This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
s3796,Movie,After Maria,Nadia Hallgren,"",United States,"24-May-19",2019,TV-PG,"38 min",Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
s3804,Movie,A Tale of Two Kitchens,Trisha Ziff,"","United States, Mexico","22-May-19",2019,TV-PG,"30 min","Documentaries, International Movies","Mexico City restaurant star Gabriela Cámara opens sister eatery Cala in San Francisco, with a similar menu and unusually welcoming kitchen culture."
s3810,Movie,Born in Gaza,Hernán Zin,"",Spain,"17-May-19",2014,TV-14,"70 min","Documentaries, International Movies",This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.
s3811,Movie,Born in Syria,Hernán Zin,"","Denmark, Spain","17-May-19",2016,TV-14,"87 min","Documentaries, International Movies",This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.
s3812,Movie,Dying to Tell,Hernán Zin,"",Spain,"17-May-19",2018,TV-MA,"88 min","Documentaries, International Movies","Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work."
s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,"","","17-May-19",2019,TV-14,"84 min","Documentaries, Music & Musicals","After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation."
s3829,Movie,Weed the People,Abby Epstein,"",United States,"14-May-19",2018,TV-MA,"94 min",Documentaries,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
s3831,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,Hepi Mita,New Zealand,"12-May-19",2018,TV-14,"88 min",Documentaries,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
s3858,Movie,Last Breath,"Alex Parkinson, Richard da Costa","","United Kingdom, Belgium, Sweden","6-May-19",2019,TV-MA,"86 min","Documentaries, International Movies","A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself."
s3860,Movie,All In My Family,Hao Wu,"",United States,"3-May-19",2019,TV-14,"40 min","Documentaries, LGBTQ Movies","After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance."
s3872,Movie,John & Yoko: Above Us Only Sky,Michael Epstein,"John Lennon, Yoko Ono",United Kingdom,"1-May-19",2018,TV-MA,"90 min","Documentaries, Music & Musicals","Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
s3873,Movie,Knock Down The House,Rachel Lears,Alexandria Ocasio-Cortez,United States,"1-May-19",2019,PG,"88 min",Documentaries,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.
s3892,Movie,ReMastered: Devil at the Crossroads,Brian Oakes,"",United States,"26-Apr-19",2019,TV-14,"49 min","Documentaries, Music & Musicals","Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music."
s3896,Movie,Grass Is Greener,Fab Five Freddie,"","","20-Apr-19",2019,TV-MA,"98 min","Documentaries, Music & Musicals",It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.
s3897,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,Brené Brown,"","19-Apr-19",2019,TV-14,"77 min",Documentaries,"With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty."
s3908,Movie,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,"","17-Apr-19",2019,TV-MA,"138 min","Documentaries, Music & Musicals","This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
s3913,Movie,Generation Iron 3,Vlad Yudin,"",United States,"15-Apr-19",2018,TV-MA,"95 min","Documentaries, Sports Movies",Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.
s3968,Movie,The Legend of Cocaine Island,Theo Love,"",United States,"29-Mar-19",2019,TV-MA,"87 min",Documentaries,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.
s3984,Movie,ReMastered: The Miami Showband Massacre,Stuart Sender,"",United States,"22-Mar-19",2019,TV-MA,"71 min","Documentaries, Music & Musicals",The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.
s3988,Movie,Antoine Griezmann: The Making of a Legend,"","","","21-Mar-19",2019,TV-PG,"60 min","Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion."
s3996,Movie,Alexis Viera: A Story of Surviving,Luis Ara,Alexis Viera,Uruguay,"20-Mar-19",2019,TV-MA,"69 min","Documentaries, International Movies, Sports Movies","After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose."
s4012,Movie,Late Life: The Chien-Ming Wang Story,Frank W Chen,Chien-Ming Wang,"United States, Taiwan","15-Mar-19",2018,TV-14,"98 min","Documentaries, Sports Movies",Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.
s4051,Movie,Weapon of Choice,Fritz Ofner,"","Austria, Iraq, United States","2-Mar-19",2018,TV-MA,"89 min","Documentaries, International Movies","Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
s4052,Movie,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,"1-Mar-19",2018,TV-MA,"89 min","Documentaries, International Movies, Sports Movies","This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
s4053,Movie,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,"",Thailand,"1-Mar-19",2018,TV-14,"108 min","Documentaries, International Movies, Music & Musicals","Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame."
s4094,Movie,Transformer,Michael Del Monte,Janae Marie Kroczaleski,Canada,"20-Feb-19",2017,TV-MA,"79 min","Documentaries, LGBTQ Movies",Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
s4097,Movie,Studio 54,Matt Tyrnauer,"",United States,"16-Feb-19",2018,TV-MA,"99 min",Documentaries,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
s4100,Movie,Behind the Curve,Daniel J. Clark,"",United States,"15-Feb-19",2018,TV-14,"96 min",Documentaries,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
s4118,Movie,Period. End of Sentence.,Rayka Zehtabchi,"",United States,"12-Feb-19",2018,TV-PG,"26 min",Documentaries,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
s4124,Movie,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,Sam Cooke,United States,"8-Feb-19",2019,TV-MA,"74 min","Documentaries, Music & Musicals","While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
s4136,Movie,"14 Minutes from Earth","Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm","",United States,"1-Feb-19",2016,TV-MA,"84 min",Documentaries,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
s4157,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer","","28-Jan-19",2018,TV-MA,"106 min",Documentaries,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
s4177,Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,"",United States,"18-Jan-19",2019,TV-MA,"98 min",Documentaries,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
s4181,Movie,Old Lord Savanna,André D'Elia,Leonardo Ribeiro,Brazil,"18-Jan-19",2018,TV-14,"96 min","Documentaries, International Movies",This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
s4182,Movie,Patria,Matías Gueilburt,Paco Ignacio Taibo II,Mexico,"18-Jan-19",2019,TV-MA,"90 min","Documentaries, International Movies","Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
s4186,Movie,Abducted in Plain Sight,Skye Borgman,"",United States,"15-Jan-19",2017,TV-14,"90 min",Documentaries,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,"",United States,"11-Jan-19",2019,TV-MA,"65 min","Documentaries, Music & Musicals","The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
s4231,Movie,Bill Hicks: Reflections,"","Bill Hicks, Steve Hicks","","31-Dec-18",2015,TV-MA,"34 min",Documentaries,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
s4237,Movie,Mexicanos de Bronce,Julio Fernández Talamantes,"",Mexico,"31-Dec-18",2016,TV-MA,"100 min","Documentaries, International Movies, Music & Musicals","When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
s4241,Movie,Sam Kinison: The Scream Continues,"",Sam Kinison,United States,"31-Dec-18",2016,TV-MA,"29 min",Documentaries,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
s4259,Movie,The Birth Reborn 3,Eduardo Chauvet,"","","28-Dec-18",2018,TV-14,"73 min","Documentaries, International Movies","This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
s4276,Movie,Struggle: The Life and Lost Art of Szukalski,Irek Dobrowolski,"","Poland, United States","21-Dec-18",2018,TV-MA,"105 min",Documentaries,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
s4299,Movie,Once in a Lifetime Sessions with George Ezra,"","",United States,"15-Dec-18",2018,TV-MA,"78 min","Documentaries, Music & Musicals",English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
s4300,Movie,Once in a Lifetime Sessions with Kasabian,Matt Askem,"Sergio Pizzorno, Tom Meighan, Chris Edwards, Ian Mattthews, Lauren Laverne",United States,"15-Dec-18",2018,TV-MA,"79 min","Documentaries, Music & Musicals","Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
s4301,Movie,Once in a Lifetime Sessions with OneRepublic,"","",United States,"15-Dec-18",2018,TV-PG,"73 min","Documentaries, Music & Musicals","Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
s4302,Movie,Once in a Lifetime Sessions with Snow Patrol,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny McDaid, Edith Bowman",United States,"15-Dec-18",2018,TV-MA,"83 min","Documentaries, Music & Musicals","In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
s4303,Movie,Sad Hill Unearthed,Guillermo de Oliveira,"",Spain,"15-Dec-18",2017,TV-14,"83 min","Documentaries, International Movies","An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
s4314,Movie,"Out of Many, One","John Hoffman, Nanfu Wang","",United States,"12-Dec-18",2018,TV-PG,"35 min",Documentaries,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
